claim,evidence,id,label,verifiable
Spider-Man 2 was directed by Barack Obama.,"[[[57737, 67976, 'Spider-Man_2', 0]], [[60696, 71168, 'Spider-Man_2', 0]], [[303098, 294087, 'Spider-Man_2', 0]], [[305204, 296046, 'Spider-Man_2', 0]], [[305205, 296047, 'Spider-Man_2', 0]], [[305210, 296050, 'Spider-Man_2', 0]], [[305210, 296051, 'Spider-Man_2', 11]], [[305291, 296122, 'Spider-Man_2', 0]]]",21190,REFUTES,VERIFIABLE
Henry III of France died without a successor.,"[[[213541, 220764, 'Henry_III_of_France', 23]]]",183464,REFUTES,VERIFIABLE
The year 1990 saw the release of the movie Ghost.,"[[[167615, 181395, 'Ghost_-LRB-1990_film-RRB-', 0]], [[167615, 181396, 'Ghost_-LRB-1990_film-RRB-', 8]]]",144391,SUPPORTS,VERIFIABLE
"In Kentucky, the electric chair has been kept in operation except for those whose capital crimes were committed prior to March 31, 1998, and who choose electrocution.","[[[38583, 46530, 'Electric_chair', 15]], [[38583, 46531, 'Electric_chair', 19]]]",22726,REFUTES,VERIFIABLE
The Siege of Fort Stanwix began in Mexico.,"[[[172831, None, None, None]]]",149105,NOT ENOUGH INFO,NOT VERIFIABLE
Anne Boleyn was maid of honour to the Queen of England.,"[[[79029, 90635, 'Anne_Boleyn', 7], [79029, 90635, 'Claude_of_France', 0]]]",62587,SUPPORTS,VERIFIABLE
Ed and Lorraine Warren were Anglican.,"[[[55395, 65453, 'Ed_and_Lorraine_Warren', 0]]]",39150,REFUTES,VERIFIABLE
Kyra Sedgwick received a Golden Globe Award.,"[[[216878, 223528, 'Kyra_Sedgwick', 2]]]",185999,SUPPORTS,VERIFIABLE
The Monster is a gospel song by Eminem.,"[[[247237, None, None, None]]]",208921,NOT ENOUGH INFO,NOT VERIFIABLE
The 66th Primetime Emmy Awards was hosted by Seth Meyers in 2012.,"[[[267087, 263877, '66th_Primetime_Emmy_Awards', 2], [267087, 263877, '66th_Primetime_Creative_Arts_Emmy_Awards', 0]]]",224192,REFUTES,VERIFIABLE
Shannon Lee was born in 1234.,"[[[62905, 73581, 'Shannon_Lee', 0]]]",46582,REFUTES,VERIFIABLE
Jason Bourne was halted in pre-production indefinitely.,"[[[87317, 99798, 'Jason_Bourne_-LRB-film-RRB-', 8]]]",70645,REFUTES,VERIFIABLE
B. R. Ambedkar won a hot dog eating competition.,"[[[38463, None, None, None]]]",22614,NOT ENOUGH INFO,NOT VERIFIABLE
Shannon Lee is a martial artist.,"[[[62365, 72968, 'Shannon_Lee', 0]]]",46023,SUPPORTS,VERIFIABLE
Lorelai Gilmore has a mother who appears on the show.,"[[[174143, 187343, 'Lorelai_Gilmore', 3]]]",150321,SUPPORTS,VERIFIABLE
Superhuman abilities may result from lever enhancement by genetic modification.,"[[[103198, None, None, None]]]",86043,NOT ENOUGH INFO,NOT VERIFIABLE
"Deepika Padukone's acting career includes comedies, dramas, and romances.","[[[75352, 86614, 'Deepika_Padukone', 14]], [[75352, 86615, 'Deepika_Padukone', 13], [75352, 86615, 'Yeh_Jawaani_Hai_Deewani', 0]], [[75354, 86617, 'Deepika_Padukone', 13], [75354, 86617, 'Yeh_Jawaani_Hai_Deewani', 0]]]",58952,SUPPORTS,VERIFIABLE
Barbarella was directed in 2011 by Roger Vadim.,"[[[76675, 87996, 'Barbarella_-LRB-film-RRB-', 0]]]",60241,REFUTES,VERIFIABLE
Natasha Lyonne was born in 1979.,"[[[76296, 87593, 'Natasha_Lyonne', 0]]]",59890,SUPPORTS,VERIFIABLE
Simon Pegg is only a banker.,"[[[13480, 16845, 'Simon_Pegg', 0]]]",8298,REFUTES,VERIFIABLE
Chinatown was directed by someone.,"[[[269184, 265572, 'Chinatown_-LRB-1974_film-RRB-', 0]]]",225819,SUPPORTS,VERIFIABLE
ASAP Rocky has directed music videos for himself and Danny Brown.,"[[[40956, 49245, 'ASAP_Rocky', 18]]]",25005,SUPPORTS,VERIFIABLE
Barbarella is not non-fiction.,"[[[155253, 169941, 'Barbarella_-LRB-film-RRB-', 0]]]",132806,SUPPORTS,VERIFIABLE
"In the 1970's, Samsung entered the shipbuilding industries.","[[[73314, 84531, 'Samsung', 6]]]",56960,REFUTES,VERIFIABLE
The Baja 1000 was organized by Vince Vaughn beginning in 1967.,"[[[265967, 263072, 'Baja_1000', 14], [265967, 263072, 'Vince_Vaughn', 0]]]",223294,REFUTES,VERIFIABLE
Practical Magic is an American romantic comedy film from 1958.,"[[[265369, None, None, None]]]",222766,NOT ENOUGH INFO,NOT VERIFIABLE
Logie Awards had many guest celebrities.,"[[[216625, None, None, None]]]",185780,NOT ENOUGH INFO,NOT VERIFIABLE
Commodore is ranked above a navy captain and a rear admiral.,"[[[241577, 243114, 'Commodore_-LRB-rank-RRB-', 0]]]",204560,REFUTES,VERIFIABLE
John Goodman has had cancer.,"[[[97134, None, None, None]]]",80167,NOT ENOUGH INFO,NOT VERIFIABLE
There have been more than 4 and a half million copies of The Fame sold.,"[[[178828, 191369, 'The_Fame', 13]], [[178829, 191370, 'The_Fame', 13]]]",154815,SUPPORTS,VERIFIABLE
Daenerys Targaryen was introduced in A Feast for Crows.,"[[[121340, 135636, 'Daenerys_Targaryen', 5]], [[121340, 135637, 'Daenerys_Targaryen', 7]]]",101821,REFUTES,VERIFIABLE
The Catcher in the Rye deals with issues.,"[[[294367, 286690, 'The_Catcher_in_the_Rye', 6]], [[294368, 286691, 'The_Catcher_in_the_Rye', 6]], [[339823, 324675, 'The_Catcher_in_the_Rye', 6]]]",146837,SUPPORTS,VERIFIABLE
A Good Day to Die Hard was a documentary film about the death of Bruce Willis.,"[[[101742, 115002, 'A_Good_Day_to_Die_Hard', 2]]]",84675,REFUTES,VERIFIABLE
The Icelandic Coast Guard is responsible for Iceland's aeronautical agriculture.,"[[[98741, None, None, None]]]",81698,NOT ENOUGH INFO,NOT VERIFIABLE
The 2007 Toronto International Film Festival featured The Tracey Fragments.,"[[[255047, 254595, 'The_Tracey_Fragments_-LRB-film-RRB-', 6]]]",214790,SUPPORTS,VERIFIABLE
Jeb Bush has yet to spend time in Houston.,"[[[229559, 233486, 'Jeb_Bush', 3]], [[229560, 233487, 'Jeb_Bush', 3]]]",194184,REFUTES,VERIFIABLE
The current Duke of York is a person.,"[[[83821, 95842, 'Duke_of_York', 11]]]",67244,SUPPORTS,VERIFIABLE
Hebe's successor was Leto.,"[[[179189, 191718, 'Hebe_-LRB-mythology-RRB-', 2]]]",155125,REFUTES,VERIFIABLE
Jenny McCarthy began her career in 1993.,"[[[129562, 144301, 'Jenny_McCarthy', 1]], [[131186, 145940, 'Jenny_McCarthy', 1]], [[133308, 148174, 'Jenny_McCarthy', 1]], [[309197, 299454, 'Jenny_McCarthy', 1]], [[310669, 300713, 'Jenny_McCarthy', 1]]]",43515,SUPPORTS,VERIFIABLE
Sausage Party was only written by Barack Obama.,"[[[72201, 83213, 'Sausage_Party', 0]]]",55835,REFUTES,VERIFIABLE
Ukrainian Soviet Socialist Republic was a founding member of the Blue Man Group.,"[[[188466, None, None, None]]]",163796,NOT ENOUGH INFO,NOT VERIFIABLE
Nawaz Sharif is a conservative politician.,"[[[206585, None, None, None]]]",178243,NOT ENOUGH INFO,NOT VERIFIABLE
Bob Ross created ABC drama The Joy of Painting.,"[[[158543, 173203, 'Bob_Ross', 1], [158543, 173203, 'The_Joy_of_Painting', 0]]]",135921,REFUTES,VERIFIABLE
Freddie Highmore starred in the television series Bates Motel.,"[[[29299, 35745, 'Freddie_Highmore', 5]]]",11656,SUPPORTS,VERIFIABLE
Jenny McCarthy modeled for Maxim magazine.,"[[[161130, None, None, None]]]",138328,NOT ENOUGH INFO,NOT VERIFIABLE
Dopamine prevents neuromodulation.,"[[[97648, 110799, 'Neuromodulation', 3]]]",80650,REFUTES,VERIFIABLE
Military deception is a form of strategic use of data.,"[[[245209, None, None, None]]]",207340,NOT ENOUGH INFO,NOT VERIFIABLE
Antigua and Barbuda was named after the Virgin of La Antigua in order to show respect to her.,"[[[37522, 45445, 'Antigua_and_Barbuda', 6]]]",21720,SUPPORTS,VERIFIABLE
Sky UK is a telecommunications company.,"[[[30939, 37597, 'Sky_UK', 0]], [[30939, 37598, 'Sky_UK', 1]]]",15542,SUPPORTS,VERIFIABLE
Watchmen is a film set in the future.,"[[[115557, 129422, 'Watchmen_-LRB-film-RRB-', 0], [115557, 129422, 'Watchmen_-LRB-film-RRB-', 2]]]",97937,REFUTES,VERIFIABLE
Ricardo Montalbán was Dutch.,"[[[149233, 164230, 'Ricardo_Montalbán', 0]]]",127369,REFUTES,VERIFIABLE
Bala has received the National Film Award for Best Producer.,"[[[226642, None, None, None]]]",193556,NOT ENOUGH INFO,NOT VERIFIABLE
"In the southwestern United States is Phoenix, Arizona.","[[[43833, 52465, 'Phoenix,_Arizona', 0], [43833, 52465, 'Arizona', 0]]]",27702,SUPPORTS,VERIFIABLE
Emmanuel Macron worked as a banker.,"[[[292204, 285032, 'Emmanuel_Macron', 1]], [[292204, 285033, 'Emmanuel_Macron', 2]], [[294213, 286545, 'Emmanuel_Macron', 1]], [[294850, 287063, 'Emmanuel_Macron', 1]], [[294850, 287064, 'Emmanuel_Macron', 2]], [[339387, 324362, 'Emmanuel_Macron', 1]], [[339396, 324367, 'Emmanuel_Macron', 1]]]",145339,SUPPORTS,VERIFIABLE
Sherilyn Fenn named her cat after Boxing Helena.,"[[[122187, None, None, None]]]",104073,NOT ENOUGH INFO,NOT VERIFIABLE
"Phoenix, Arizona is in southwestern Mexico.","[[[140069, 155072, 'Phoenix,_Arizona', 0]], [[140069, 155073, 'Phoenix,_Arizona', 1]], [[140069, 155074, 'Phoenix,_Arizona', 4], [140069, 155074, 'Phoenix_metropolitan_area', 0]], [[140069, 155075, 'Phoenix,_Arizona', 5]]]",118434,REFUTES,VERIFIABLE
Martial arts films contain numerous rap battles between characters.,"[[[221598, None, None, None], [221607, None, None, None]]]",189720,NOT ENOUGH INFO,NOT VERIFIABLE
Antigua and Barbuda was named in April of 1493.,"[[[42962, None, None, None]]]",26808,NOT ENOUGH INFO,NOT VERIFIABLE
Maria Theresa reigned for only one year.,"[[[19369, 23763, 'Maria_Theresa', 5]]]",3371,REFUTES,VERIFIABLE
The Thin Red Line (1998 film) portrays only frogs.,"[[[194234, 204613, 'The_Thin_Red_Line_-LRB-1998_film-RRB-', 2], [194234, 204613, 'Ben_Chaplin', 0], [194234, 204613, 'Elias_Koteas', 0], [194234, 204613, 'Jim_Caviezel', 0], [194234, 204613, 'Nick_Nolte', 0], [194234, 204613, 'Sean_Penn', 0]]]",168637,REFUTES,VERIFIABLE
Brown University's main campus is located in the College Hill Historic District of Providence.,"[[[92593, 105388, 'Brown_University', 19]]]",75778,SUPPORTS,VERIFIABLE
The Beverly Hillbillies had nine seasons starting in 1972.,"[[[92076, 104859, 'The_Beverly_Hillbillies', 0]]]",75288,REFUTES,VERIFIABLE
Elizabeth of York had several heart attacks.,"[[[91879, None, None, None]]]",75075,NOT ENOUGH INFO,NOT VERIFIABLE
Catherine Hardwicke has done production design for television shows.,"[[[235434, None, None, None]]]",198553,NOT ENOUGH INFO,NOT VERIFIABLE
Stomp the Yard stars an American actress born in 1981.,"[[[51956, 61807, 'Stomp_the_Yard', 8], [51956, 61807, 'Meagan_Good', 0]]]",35703,SUPPORTS,VERIFIABLE
The Icelandic Coast Guard is a service and it is significant to modern infrastructure.,"[[[71279, None, None, None]]]",54930,NOT ENOUGH INFO,NOT VERIFIABLE
Chadwick Boseman portrayed a film character.,"[[[269995, 266151, 'Chadwick_Boseman', 1]]]",226458,SUPPORTS,VERIFIABLE
Designated Survivor (TV series) was founded on ABC.,"[[[156698, None, None, None], [313155, None, None, None], [313170, None, None, None]]]",50202,NOT ENOUGH INFO,NOT VERIFIABLE
Younger premiered on magazine.,"[[[116745, 130640, 'Younger_-LRB-TV_series-RRB-', 2]]]",99105,REFUTES,VERIFIABLE
The Saturn Award for Best Fantasy Film is presented to the best cat in the fantasy genre.,"[[[296978, None, None, None], [300759, None, None, None]]]",164044,NOT ENOUGH INFO,NOT VERIFIABLE
William Cohen is Catholic.,"[[[220625, None, None, None]]]",188966,NOT ENOUGH INFO,NOT VERIFIABLE
Robert Zemeckis has rarely made movies for adults.,"[[[76010, 87285, 'Robert_Zemeckis', 4]]]",59603,REFUTES,VERIFIABLE
The Big Country is a river.,"[[[136102, 150938, 'The_Big_Country', 0]]]",115920,REFUTES,VERIFIABLE
Barcelona has a population of 1.6 thousand.,"[[[199826, 209494, 'Barcelona', 0]], [[199827, 209495, 'Barcelona', 0]]]",173055,REFUTES,VERIFIABLE
Kenny Chesney is a playwright and movie producer.,"[[[131789, None, None, None]]]",112307,NOT ENOUGH INFO,NOT VERIFIABLE
Yemen's temporary capital is not Aden.,"[[[35661, 43213, 'Yemen', 5]]]",19866,REFUTES,VERIFIABLE
Celebrity Rehab with Dr. Drew is a TV show.,"[[[267017, 263826, 'Celebrity_Rehab_with_Dr._Drew', 0]]]",224137,SUPPORTS,VERIFIABLE
The Originals (TV series) began airing on The CW in October of 2005.,"[[[253258, 253150, 'The_Originals_-LRB-TV_series-RRB-', 0]], [[253259, 253151, 'The_Originals_-LRB-TV_series-RRB-', 0]]]",213437,REFUTES,VERIFIABLE
Castlevania was developed for the Nintendo Wii.,"[[[166396, 180245, 'Castlevania_-LRB-1986_video_game-RRB-', 0]], [[166396, 180246, 'Castlevania_-LRB-1986_video_game-RRB-', 1], [166396, 180246, 'Wii', 0]]]",143242,REFUTES,VERIFIABLE
Jamie Lee Curtis had a starring role in John Carpenter's Halloween.,"[[[89477, 102172, 'Jamie_Lee_Curtis', 1]]]",72751,SUPPORTS,VERIFIABLE
Celebrity Rehab with Dr. Drew is set entirely in New Jersey.,"[[[267022, 263830, 'Celebrity_Rehab_with_Dr._Drew', 0]]]",224140,REFUTES,VERIFIABLE
A polynomial consists of business models.,"[[[164213, None, None, None]]]",141183,NOT ENOUGH INFO,NOT VERIFIABLE
The basis for The Beguiled is a novel with a setting in the American South.,"[[[296090, 288037, 'The_Beguiled_-LRB-1971_film-RRB-', 1]], [[297675, 289290, 'The_Beguiled_-LRB-1971_film-RRB-', 1], [297675, 289290, 'Southern_Gothic', 0]], [[299786, 291168, 'The_Beguiled_-LRB-1971_film-RRB-', 1], [299786, 291168, 'Southern_Gothic', 0]], [[342244, 326330, 'The_Beguiled_-LRB-1971_film-RRB-', 1], [342244, 326330, 'Southern_Gothic', 0]]]",155865,SUPPORTS,VERIFIABLE
Ed Decter is a Christian.,"[[[109991, None, None, None]]]",92673,NOT ENOUGH INFO,NOT VERIFIABLE
Jed Whedon has only ever lived on Mars.,"[[[19750, 24281, 'Jed_Whedon', 0]]]",3588,REFUTES,VERIFIABLE
Georgians came about from an ancient realm on the shore of the Black Sea.,"[[[134197, None, None, None]]]",114278,NOT ENOUGH INFO,NOT VERIFIABLE
Nate Diaz competed in Japan for Pancrase.,"[[[149855, None, None, None]]]",127883,NOT ENOUGH INFO,NOT VERIFIABLE
"Shape of You was the top song on the singles charts of the UK, Australia, and Canada.","[[[162390, None, None, None]]]",139529,NOT ENOUGH INFO,NOT VERIFIABLE
Joseph Merrick's was the subject of thousands of hate tweets.,"[[[103447, 116861, 'Joseph_Merrick', 0], [103447, 116861, 'Twitter', 6]]]",86289,REFUTES,VERIFIABLE
"Simi Valley, California, reported that its median household income was $87,894 in the 2012 U.S. Census.","[[[215896, 222644, 'Simi_Valley,_California', 13]]]",183417,SUPPORTS,VERIFIABLE
Celebrity Rehab with Dr. Drew is a drama TV show.,"[[[267006, None, None, None]]]",224126,NOT ENOUGH INFO,NOT VERIFIABLE
Nina Jacobson worked for Buena Vista Motion Pictures Group until July.,"[[[212557, 220048, 'Nina_Jacobson', 0]]]",182701,SUPPORTS,VERIFIABLE
The Indiana Pacers were established as an ABA member.,"[[[227730, 232070, 'Indiana_Pacers', 2]]]",194432,SUPPORTS,VERIFIABLE
"Nymphomaniac (film) is part of the ""Depression Trilogy"" along with Antichrist.","[[[73340, 84549, 'Nymphomaniac_-LRB-film-RRB-', 13]], [[73351, 84566, 'Nymphomaniac_-LRB-film-RRB-', 13]]]",57008,SUPPORTS,VERIFIABLE
PBS is a television program distributor.,"[[[255649, 255059, 'PBS', 0]], [[255650, 255060, 'PBS', 0]]]",215272,SUPPORTS,VERIFIABLE
The Wonder Years was only a documentary.,"[[[57492, 67705, 'The_Wonder_Years', 0]]]",41199,REFUTES,VERIFIABLE
Ice-T began his career as a rapper in the 1980s.,"[[[19764, 24296, 'Ice-T', 1]]]",3597,SUPPORTS,VERIFIABLE
Birmingham is in the ocean.,"[[[61571, 72081, 'Birmingham', 0]]]",45220,REFUTES,VERIFIABLE
Little Dorrit was later published in serial form.,"[[[63083, None, None, None]]]",46755,NOT ENOUGH INFO,NOT VERIFIABLE
Google Search cannot show movie showtimes.,"[[[175000, None, None, None]]]",151166,NOT ENOUGH INFO,NOT VERIFIABLE
Yemen's temporary capital is Aden since 2008.,"[[[165144, None, None, None], [165189, None, None, None]]]",142077,NOT ENOUGH INFO,NOT VERIFIABLE
Jason Bourne has British actor Riz Ahmed as part of the cast.,"[[[38751, 46719, 'Jason_Bourne_-LRB-film-RRB-', 6], [38751, 46719, 'Riz_Ahmed', 0]]]",22782,SUPPORTS,VERIFIABLE
Benjamin Franklin was an author.,"[[[95492, 108500, 'Benjamin_Franklin', 1]], [[95492, 108501, 'Benjamin_Franklin', 7]]]",78534,SUPPORTS,VERIFIABLE
Brazilian jiu-jitsu includes grappling.,"[[[29139, 35539, 'Brazilian_jiu-jitsu', 0]]]",13876,SUPPORTS,VERIFIABLE
"Benjamin Franklin, Founding Father, lead the American Revolution.","[[[53308, None, None, None]]]",37105,NOT ENOUGH INFO,NOT VERIFIABLE
Jenny McCarthy is a model.,"[[[286554, 280017, 'Jenny_McCarthy', 0]], [[286554, 280018, 'Jenny_McCarthy', 1]], [[288312, 281593, 'Jenny_McCarthy', 0]], [[288312, 281594, 'Jenny_McCarthy', 1]], [[288731, 281964, 'Jenny_McCarthy', 0]], [[288731, 281965, 'Jenny_McCarthy', 1]], [[333482, 319740, 'Jenny_McCarthy', 0]], [[333482, 319741, 'Jenny_McCarthy', 1]], [[334442, 320507, 'Jenny_McCarthy', 0]]]",127090,SUPPORTS,VERIFIABLE
Trouble with the Curve is a cat.,"[[[282758, 276892, 'Trouble_with_the_Curve', 0]], [[282758, 276893, 'Trouble_with_the_Curve', 1]], [[282760, 276895, 'Trouble_with_the_Curve', 0]], [[284672, 278424, 'Trouble_with_the_Curve', 0]]]",117540,REFUTES,VERIFIABLE
The Icelandic Coast Guard is responsible for Iceland's maritime agriculture.,"[[[151748, None, None, None]]]",129541,NOT ENOUGH INFO,NOT VERIFIABLE
Rob McElhenney plays a character on Curb Your Enthusiasm.,"[[[218637, None, None, None], [218638, None, None, None]]]",187391,NOT ENOUGH INFO,NOT VERIFIABLE
You Only Live Twice is the first Bond movie with the director Lewis Gilbert.,"[[[215788, 222572, 'You_Only_Live_Twice_-LRB-film-RRB-', 12]]]",185184,SUPPORTS,VERIFIABLE
Henry III assumed the throne at nine years old in the middle of the First Barons' War.,"[[[62601, 73231, 'Henry_III_of_England', 1]]]",46262,SUPPORTS,VERIFIABLE
Yemen's temporary capital is Aden.,"[[[35726, 43270, 'Yemen', 5]], [[35726, 43271, 'Yemen', 4], [35726, 43271, ""Sana'a"", 3]], [[35726, 43272, 'Yemen', 32], [35726, 43272, ""Sana'a"", 3]], [[35726, 43273, 'Yemen', 17], [35726, 43273, 'Aden', 19]], [[35726, 43274, 'Yemen', 3], [35726, 43274, 'Aden', 19]]]",19865,SUPPORTS,VERIFIABLE
Buffy the Vampire Slayer is unaffiliated with Joss Whedon.,"[[[141657, 156899, 'Buffy_the_Vampire_Slayer', 0]], [[141657, 156900, 'Buffy_the_Vampire_Slayer', 2], [141657, 156900, 'Slayer_-LRB-Buffy_the_Vampire_Slayer-RRB-', 0]], [[141657, 156901, 'Buffy_the_Vampire_Slayer', 3], [141657, 156901, 'Slayer_-LRB-Buffy_the_Vampire_Slayer-RRB-', 0]], [[141657, 156902, 'Buffy_the_Vampire_Slayer', 4], [141657, 156902, 'Slayer_-LRB-Buffy_the_Vampire_Slayer-RRB-', 0]]]",120644,REFUTES,VERIFIABLE
John Frusciante incorporated experimental rock into his music.,"[[[110165, 123784, 'John_Frusciante', 5]]]",92851,SUPPORTS,VERIFIABLE
Georgians arose from the ancient Ethiopian civilizations.,"[[[70024, None, None, None]]]",53734,NOT ENOUGH INFO,NOT VERIFIABLE
Alan White was an Ambassador from California to Boston.,"[[[222831, None, None, None]]]",190657,NOT ENOUGH INFO,NOT VERIFIABLE
James Brolin has had roles in situational comedies.,"[[[127569, 142155, 'James_Brolin', 0]]]",108739,SUPPORTS,VERIFIABLE
The Vandals were an East Germanic religion.,"[[[94387, 107372, 'Vandals', 0]]]",77435,REFUTES,VERIFIABLE
Catherine Hardwicke is an award-winning film director.,"[[[233431, 236355, 'Catherine_Hardwicke', 0], [233431, 236355, 'Catherine_Hardwicke', 1]]]",198545,SUPPORTS,VERIFIABLE
"In 2008, Touch My Body was released.","[[[158697, 173322, 'Touch_My_Body', 2]]]",136062,SUPPORTS,VERIFIABLE
Theresa May worked for Bank of America.,"[[[35143, None, None, None]]]",19372,NOT ENOUGH INFO,NOT VERIFIABLE
Kaya Scodelario was nominated for two BAFTA.,"[[[153255, 168014, 'Kaya_Scodelario', 5]], [[153255, 168015, 'Kaya_Scodelario', 2]], [[153256, 168016, 'Kaya_Scodelario', 5]], [[153256, 168017, 'Kaya_Scodelario', 2]]]",130978,REFUTES,VERIFIABLE
Eric Bana is a professional comic.,"[[[49918, None, None, None]]]",33782,NOT ENOUGH INFO,NOT VERIFIABLE
"Warren Beatty was the co-writer, producer, and director of an epic drama movie.","[[[111329, 124960, 'Warren_Beatty', 2], [111329, 124960, 'Reds_-LRB-film-RRB-', 0]]]",93878,SUPPORTS,VERIFIABLE
